min,max,mean,count,median,majority,unique
0.0989136649514008,0.7273163135980031,0.25228913951736764,127,0.14968376669009137,0.7273163135980031,63
0.5832049088068509,0.8659487560341627,0.7516356219226455,285,0.7273163135980031,0.7273163135980031,55
0.36054421768707484,0.7987454260324098,0.6887032341208598,263,0.7100798403193613,0.696126568466994,165
0.09211170994610485,0.762192664248287,0.23589974558286603,141,0.17826201102651615,0.16478696741854637,81
0.5447928331466966,0.8041209526358041,0.7038917529619166,121,0.7097625329815304,0.7421348314606742,76
0.2628642281463112,0.8915424672293051,0.7942460861918188,380,0.8264650485914276,0.8467109233554617,229
0.5511669658886894,0.858603361635765,0.7364512518117738,86,0.7273163135980031,0.7273163135980031,13
0.4396694214876033,0.8218495013599275,0.7129557345503095,139,0.7369407982855612,0.6342952275249722,92
0.1548801870251315,0.8108419838523645,0.3878970308675586,610,0.2745744096650192,0.7273163135980031,275
0.2395709177592372,0.8830431491294474,0.8231959691076973,547,0.8546837469975981,0.7273163135980031,298
0.3032518275775145,0.8763157894736842,0.7921693183276898,683,0.8173812282734647,0.781404549950544,399
0.5716374269005848,0.8762169680111266,0.7418586092275021,589,0.7273163135980031,0.7273163135980031,59
0.47628205128205126,0.9176400712730153,0.7930801001731884,76,0.8263038548752835,0.8348178137651822,54
0.5669925244393329,0.892871055707051,0.7689270435618334,75,0.7273163135980031,0.7273163135980031,35
0.3419614610296232,0.8829119939175062,0.77735260449674,319,0.7991670522906063,0.8075874039176791,195
0.3991683991683992,0.8412049088880624,0.7216693576399867,617,0.7273163135980031,0.7273163135980031,24
0.6077127659574468,0.8996904024767802,0.8197808204569562,793,0.8366124893071001,0.838123415046492,475
0.5708362128541811,0.863905325443787,0.8136287072250822,320,0.8259236767381519,0.8239564428312159,183
0.5949741315594974,0.872852233676976,0.8087498002690511,490,0.8362641656897225,0.7273163135980031,246
0.04133333333333333,0.907074089577229,0.8083440354978081,777,0.8280382137302822,0.8086835384258184,433
0.30309859154929575,0.8615169101460877,0.779750825603132,97,0.8214607754733995,0.7041057102406796,64
0.6201496100979189,0.7273163135980031,0.7260845124083468,174,0.7273163135980031,0.7273163135980031,2
0.2205128205128205,0.8568192115994563,0.6723049743016133,164,0.6921714129010256,0.5134228187919463,106
0.541795665634675,0.8433680398370303,0.774056356743647,85,0.7896613190730838,0.7477429633563463,54
0.4391959798994975,0.7415914684167351,0.6209591032679328,102,0.6314952279957582,0.6314952279957582,60
0.371000680735194,0.7751105495893872,0.7191818712944568,102,0.7273163135980031,0.7273163135980031,6
0.6198149806028052,0.8689093116004856,0.7639450193208761,161,0.7619405791650996,0.7273163135980031,70
0.30412503202664615,0.8535514764565044,0.7940659046103413,97,0.8223583460949464,0.7273163135980031,55
0.4316267012313675,0.8885804182861373,0.7915167268965224,358,0.8309859154929577,0.7273163135980031,194
0.2772151898734177,0.7732558139534884,0.4962003270946971,82,0.4714484679665738,0.4714484679665738,48
0.4626262626262626,0.7469316189362946,0.6475604480134688,127,0.6618819776714514,0.676414320852692,73
0.6201496100979189,0.8468653648509764,0.7506311504860993,167,0.7273163135980031,0.7273163135980031,34
0.41987986824258866,0.8671107994389902,0.7959166871073375,517,0.8201079352388567,0.7273163135980031,250
0.01880437833286556,0.908625730994152,0.7941062761654629,167,0.8437675200897029,0.5814046288906624,98
0.4405912450255827,0.9004683840749415,0.8083869469689874,110,0.8550253807106599,0.7522759942501198,67
0.5366859027205276,0.7851748251748252,0.7151126629977465,88,0.7256093393199576,0.6818181818181818,58
0.4496541122213682,0.7973742878375031,0.7024838670078531,591,0.7265581134194273,0.7273163135980031,350
0.2201171202204616,0.8945497630331753,0.7912461152355765,366,0.8414158578656916,0.8471388555422169,211
0.2462751971954426,0.8171909834035175,0.682987173783896,273,0.7273163135980031,0.7273163135980031,55
0.5449101796407185,0.8879709852911546,0.7855550808222654,155,0.7963231736816643,0.7963231736816643,96
0.35514018691588783,0.8599162542824514,0.7168138457205272,163,0.7273163135980031,0.7273163135980031,18
0.42399013259327784,0.8584825234441603,0.7111171917367646,171,0.7233402729585936,0.804304415353894,106
0.5297865562280981,0.869609507640068,0.734842523198192,134,0.7273163135980031,0.7273163135980031,12
