min,max,mean,count,median,majority,unique
0.23318385650224216,0.7498470948012232,0.31974755965678875,92,0.2935148835871304,0.24923857868020305,60
0.2555391432791728,0.5702746365105008,0.3888440424051119,117,0.37019839594765724,0.3757421543681086,72
0.23656698273766108,0.6902263942573164,0.3081553024899198,155,0.27932532583695374,0.25663716814159293,101
0.1633587786259542,0.6719319562575942,0.298705326417787,396,0.2617056856187291,0.31009738595592007,231
0.22074668003006764,0.8027504911591355,0.44964541032092353,622,0.445916114790287,0.3806949806949807,374
0.22915737851092288,0.5754493048491014,0.30991125705930544,155,0.30272034820457017,0.2800925925925926,90
0.2790858725761773,0.6387312186978297,0.3833549109868667,90,0.3495605138607167,0.3114872164205978,55
0.3148087610330173,0.721773205975998,0.4471176751350907,252,0.4502533292391234,0.4109681787406906,147
0.18092691622103388,0.5939189189189189,0.24399502233856643,97,0.20763131813676908,0.21656640444238778,67
0.4469870327993898,0.6979591836734694,0.5822855914222766,138,0.5907736213829795,0.6065967016491755,81
0.19648397104446744,0.7037037037037037,0.33697048386964135,450,0.3173468430577471,0.36115992970123023,266
0.2125765164162493,0.68696675492792,0.2761787111568022,490,0.25880325043092833,0.3530645537170823,288
0.3964794635373009,0.6535276581649553,0.5610160117704502,151,0.5633802816901409,0.49233644859813086,89
0.2281767955801105,0.5471698113207547,0.40655238188787907,119,0.4172231985940246,0.2281767955801105,68
0.2975791433891993,0.6841459674946335,0.45568240135350446,425,0.45485175202156336,0.5112137203166227,256
0.19118869492934332,0.7319269359403139,0.3153862522106011,898,0.2888117953165655,0.2628398791540785,525
0.1878845243729295,0.655256130128672,0.372868248247511,110,0.3333333333333333,0.27395253442719014,66
0.24571428571428572,0.7376404494382023,0.4336046995937853,164,0.43310288735258234,0.5086358829749735,100
0.2287847929395791,0.6795685279187818,0.4553716077783869,214,0.4774158009007554,0.43993820007724993,119
0.20883820384889523,0.6560509554140127,0.27429462592038606,88,0.22542739884128807,0.2093421898435826,55
0.31829787234042556,0.7690713101160862,0.546077231898306,344,0.5456075395489735,0.5456075395489735,200
0.1957894736842105,0.4824399260628466,0.24335718928010985,83,0.23377777777777778,0.22056384742951907,49
0.31570401299002554,0.604331284752707,0.38115592397545217,89,0.36025768087215065,0.3467117988394584,52
0.2036281179138322,0.8204799413812054,0.33068589441636553,302,0.29703323224982325,0.34416243654822337,187
0.16510359869138494,0.6759972008397481,0.26119232603137527,151,0.2101419878296146,0.20814568239671039,93
0.19063406547865727,0.7929312331924703,0.2639521638952632,164,0.227129186830298,0.21676489849377864,100
0.20689655172413793,0.7230088495575221,0.31529158203657975,277,0.27126897737038097,0.2507204610951009,162
0.21681997371879105,0.5695517774343122,0.2616843660505,130,0.24513338139870222,0.2636363636363636,71
0.20613388381008552,0.6774647887323944,0.27347427863572693,272,0.2530396880018353,0.23353562598336705,166
0.1816830211121023,0.7215521761929733,0.28365010120895623,716,0.2587694867319329,0.2161317807441068,421
0.19659735349716445,0.6780952380952381,0.3174012288081221,243,0.2933171324422843,0.3092105263157895,158
0.2422907488986784,0.711869031377899,0.31803230646746994,269,0.3024707412223667,0.30925973690998193,156
0.2149822695035461,0.6633478531425016,0.29039118902099065,500,0.2432740454913404,0.23893805309734514,298
0.07220216606498195,0.6621621621621622,0.34740799288884516,617,0.33945578231292517,0.2664548343168407,364
0.1835026897788404,0.6183431952662722,0.2290142352910422,209,0.22266666666666668,0.21658031088082902,112
0.14122790344041056,0.5688470348689234,0.32235188573855666,145,0.3112858464384829,0.3064443442992339,89
0.2024029574861368,0.6692015209125475,0.2764130055764046,301,0.2381175368766097,0.22667342799188642,173
-0.0989093644227153,0.7203320299157395,0.27691025836645466,795,0.2624083769633508,0.25638129658911224,461
0.15845824411134904,0.7334167709637046,0.2446777133667864,624,0.2260790824026562,0.20469667318982387,369
0.19503159729788624,0.4889157597742846,0.2303133876194028,495,0.2224886757260858,0.21494420184376517,280
0.05931612002791347,0.6491327836224055,0.3545424931674286,668,0.377262534137376,0.27312937707335055,387
0.215311004784689,0.6923076923076923,0.49445899584285236,460,0.5072856658759742,0.5476647472808701,277
0.5242195909580194,0.7630375114364135,0.6152980564697411,70,0.6065619120618773,0.5648535564853556,45
0.21820501914079116,0.820365921271484,0.4327539878463368,72,0.4221089518955081,0.4188861985472155,45
0.1989574283231972,0.6605410923940787,0.3983225085513502,80,0.3469265063996335,0.32567678424938473,49
0.16704035874439463,0.599228047603731,0.24441445268411138,660,0.2384122919334187,0.24248398225726958,365
0.2277992277992278,0.7371280724450194,0.40359894544520614,105,0.38752783964365256,0.38752783964365256,62
0.44328358208955226,0.7864038616251006,0.5952576471760562,65,0.592964824120603,0.5472586612848974,39
-0.6542056074766355,1.0,0.6066202677608837,1142539,0.621418826739427,0.6,362509
