min,max,mean,count
-89.70491803278688,6.387537993920972,0.5177083487354164,92
-66.47727272727273,48.03921568627451,-2.258670972384307,117
-30.305397727272727,56.15062761506276,1.614048235461225,155
-45.23269012485812,11.112743243630815,-1.9536760637172002,396
-156.2540716612378,337.1666666666667,4.842703688097053,622
-95.82954545454545,1896.6,10.01704371998515,155
-356.65413533834584,74.5580589254766,-1.2707470319663314,90
-104.83990147783251,335.8045977011494,-4.318694431793752,252
-29.997222222222224,-0.87511071744907,-2.301878475823043,97
-44.773035230352306,11.112743243630815,4.857809982620305,138
-154.76454293628808,157.81428571428572,-1.1084753506545448,450
-80.12280701754386,403.1818181818182,-1.8700799385275322,490
-20.952195880295374,14.613269164661396,-5.469469557627945,151
-185.87818696883852,38.42168674698795,-7.49029552333053,119
-464.30555555555554,63.78684807256236,-4.0370541008650305,425
-160.64705882352942,757.528735632184,3.0263249295859276,898
-3206.6666666666665,365.10869565217394,-46.53913630893623,110
-180.10683760683762,541.5178571428571,3.5275008339909917,164
-86.70047846831356,83.79142300194931,10.418520709406069,214
-49.13943355119826,23.63157894736842,-3.6635763302965234,88
-555.6756756756756,1721.4285714285713,-0.5378605561865669,344
-11.557377049180328,82.66791044776119,1.5460568849406906,83
-318.14009661835746,229.34146341463415,8.665718123170361,89
-904.5,12383.333333333334,43.31511093370753,302
-32.88700195950359,40.681592039801,0.9921013330519681,151
-766.1111111111111,93.03191489361703,-10.726062279213842,164
-143.41409691629957,455.4777070063694,-0.3263492250339678,277
-190.98540145985402,28.167752442996743,-3.0663973076698103,130
-43.68020304568528,37.44343891402715,-2.780563258546212,272
-294.90909090909093,81.92926045016077,-0.480345109430432,716
-758.3050847457627,111.96217494089835,-3.711820463407281,243
-18.14877226769379,63.50515463917526,1.6859212795874725,269
-340.0301204819277,180.33236994219652,-4.719329727304532,500
-589.5238095238095,93.02872062663185,0.6975887239722292,617
-235.10416666666666,142.48756218905473,9.885206806954265,209
-87.92233009708738,193.96363636363637,0.24216346589740184,145
-79.96983408748115,879.375,2.1605115771278194,301
-27.145545796737768,30.160668380462724,2.75342943721913,795
-3.6257225433526012,11.879271070615035,1.6276331049868158,624
-310.4032258064516,53.705357142857146,0.7696315490792721,495
-32.992351816443595,72.70790020790021,3.024299633294496,668
-227.96610169491527,590.7462686567164,1.7501506736197345,460
-29.13403961308153,-0.23406968042351506,-4.285192390703904,70
-287.8095238095238,78.31908831908832,-13.276288612309752,72
-944.5833333333334,40.490848585690514,-18.655832581347394,80
-19.417927823050057,125.5223880597015,4.652961738387573,660
-10.814077877620882,-0.1393294400142294,-1.8243653718515138,105
-67.97401347449471,82.77019340159272,-5.85147468576433,65
-87235.0,88520.0,-3.90219262558849,1142539
